token_id,text_id,text_name,column,sequence_id,position_in_column,segment_id,position_in_segment,sign_token,ms_number,is_boundary_MS20,is_eroded
559,TS,Tuxtla Statuette,G,TS_G,5,TS_G_seg002,3,MS143,143.0,0,0
560,TS,Tuxtla Statuette,G,TS_G,6,TS_G_seg002,4,ERODED_0.32,,0,1
561,TS,Tuxtla Statuette,GO,TS_GO,1,TS_GO_seg001,1,MS68,68.0,0,0
562,TS,Tuxtla Statuette,GO,TS_GO,2,TS_GO_seg001,2,MS100,100.0,0,0
563,TS,Tuxtla Statuette,GO,TS_GO,3,TS_GO_seg001,3,MS20,20.0,1,0
564,TS,Tuxtla Statuette,GO,TS_GO,4,TS_GO_seg002,1,MS171,171.0,0,0
565,TS,Tuxtla Statuette,HO,TS_HO,1,TS_HO_seg001,1,MS1,1.0,0,0
566,TS,Tuxtla Statuette,HO,TS_HO,2,TS_HO_seg001,2,MS20,20.0,1,0
567,TS,Tuxtla Statuette,I,TS_I,1,TS_I_seg001,1,ERODED_0.33,,0,1
568,TS,Tuxtla Statuette,I,TS_I,2,TS_I_seg001,2,MS143,143.0,0,0
569,TS,Tuxtla Statuette,IO,TS_IO,1,TS_IO_seg001,1,MS148,148.0,0,0
570,TS,Tuxtla Statuette,IO,TS_IO,2,TS_IO_seg001,2,MS20,20.0,1,0
571,TS,Tuxtla Statuette,P,TS_P,1,TS_P_seg001,1,MS22,22.0,0,0
572,TS,Tuxtla Statuette,P,TS_P,2,TS_P_seg001,2,MS39,39.0,0,0
573,TS,Tuxtla Statuette,P,TS_P,3,TS_P_seg001,3,MS45,45.0,0,0
574,TS,Tuxtla Statuette,P,TS_P,4,TS_P_seg001,4,MS65,65.0,0,0
575,TS,Tuxtla Statuette,P,TS_P,5,TS_P_seg001,5,MS8,8.0,0,0
576,TS,Tuxtla Statuette,P,TS_P,6,TS_P_seg001,6,ERODED_0.31,,0,1
